,ax,ay,az,gx,gy,gz,user_number,activity_ID,activity name
249,1.02083339474202,-0.125000002061651,0.104166672436697,-0.000916297896765172,0.00183259579353034,0.00274889357388019,1,5,Standing
250,1.02083339474202,-0.125000002061651,0.105555564319952,-0.00274889357388019,-0.00427605677396059,0.00274889357388019,1,5,Standing
251,1.02500007039178,-0.125000002061651,0.101388894748171,-0.00030543262255378,-0.00213802838698029,0.00610865233466029,1,5,Standing
252,1.02083339474202,-0.125000002061651,0.104166672436697,0.0122173046693205,0.000916297896765172,-0.00733038317412138,1,5,Standing
253,1.01666671909226,-0.125000002061651,0.108333335930495,0.0113010071218013,-0.00183259579353034,-0.00641408516094088,1,5,Standing
254,1.01805561097551,-0.127777785828159,0.108333335930495,0.0109955742955207,-0.00152716308366507,-0.00488692196086049,1,5,Standing
255,1.01805561097551,-0.129166665555449,0.104166672436697,0.00916297826915979,-0.00305432616733014,0.0100792767480015,1,5,Standing
256,1.01944450285877,-0.125000002061651,0.101388894748171,0.0100792767480015,-0.00366519158706069,0.00030543262255378,1,5,Standing
257,1.01666671909226,-0.123611110178397,0.0972222251763917,0.0137444678694009,-0.0149661982432007,0.00427605677396059,1,5,Standing
258,1.02083339474202,-0.127777785828159,0.0986111170596458,0.00977384392172098,-0.00641408516094088,0.00030543262255378,1,5,Standing
259,1.01944450285877,-0.115277783190801,0.0944444474878657,0.0164933614432811,0.00366519158706069,0.00335975876078009,1,5,Standing
260,1.01944450285877,-0.119444446684599,0.0944444474878657,0.00335975876078009,-0.00274889357388019,0.00030543262255378,1,5,Standing
261,1.02222228662527,-0.120833338567853,0.100000002864917,-0.00335975876078009,-0.00855211354792118,0.00794124789535999,1,5,Standing
262,1.01944450285877,-0.120833338567853,0.100000002864917,-0.00580321997404098,-0.0100792767480015,0.00397062394767999,1,5,Standing
263,1.01666671909226,-0.120833338567853,0.0958333393711198,-0.00916297826915979,0.000916297896765172,0.00183259579353034,1,5,Standing
264,1.01944450285877,-0.120833338567853,0.0972222251763917,-0.00488692196086049,0.00244346098043024,0.00794124789535999,1,5,Standing
265,1.01944450285877,-0.122222230451107,0.0986111170596458,-0.0131336031481623,-0.000916297896765172,-0.00397062394767999,1,5,Standing
266,1.02083339474202,-0.120833338567853,0.0986111170596458,-0.00733038317412138,0.00794124789535999,-0.00244346098043024,1,5,Standing
267,1.02083339474202,-0.125000002061651,0.101388894748171,-0.00397062394767999,0.0119118718430399,0.00305432616733014,1,5,Standing
268,1.01805561097551,-0.127777785828159,0.100000002864917,-0.00305432616733014,-0.00458148913457989,-0.00916297826915979,1,5,Standing
269,1.02083339474202,-0.125000002061651,0.101388894748171,0.000610865245107561,0.000610865245107561,-0.00916297826915979,1,5,Standing
270,1.02083339474202,-0.125000002061651,0.101388894748171,0.0137444678694009,0.00519235478714108,-0.00152716308366507,1,5,Standing
271,1.02083339474202,-0.122222230451107,0.105555564319952,0.0131336031481623,0.00335975876078009,0.00213802838698029,1,5,Standing
272,1.01944450285877,-0.125000002061651,0.0958333393711198,0.0106901414692401,-0.00213802838698029,-0.00671951752156019,1,5,Standing
273,1.01944450285877,-0.125000002061651,0.101388894748171,0.0128281703218817,-0.0109955742955207,0.0122173046693205,1,5,Standing
274,1.015277827209,-0.125000002061651,0.101388894748171,0.0155770638957619,-0.00244346098043024,-0.00183259579353034,1,5,Standing
275,1.01944450285877,-0.127777785828159,0.100000002864917,0.0125227374956011,-0.00946841109544038,-0.00458148913457989,1,5,Standing
276,1.01944450285877,-0.127777785828159,0.100000002864917,0.0106901414692401,-0.00335975876078009,-0.00366519158706069,1,5,Standing
277,1.02083339474202,-0.120833338567853,0.0944444474878657,0.0128281703218817,0.00122173049021512,0.00641408516094088,1,5,Standing
278,1.01666671909226,-0.120833338567853,0.0972222251763917,0.0143553335219621,-0.00885754637420177,-0.00183259579353034,1,5,Standing
279,1.01944450285877,-0.123611110178397,0.0944444474878657,0.0180205255746841,-0.00977384392172098,0.00335975876078009,1,5,Standing
280,1.015277827209,-0.127777785828159,0.0805555590452358,0.00885754637420177,-0.0119118718430399,0.00855211354792118,1,5,Standing
281,1.01944450285877,-0.126388893944905,0.0944444474878657,0.0229074470698833,-0.0213802829384803,0.00488692196086049,1,5,Standing
282,1.01944450285877,-0.126388893944905,0.101388894748171,0.0287106670439243,0.00183259579353034,0.00488692196086049,1,5,Standing
283,1.01805561097551,-0.125000002061651,0.104166672436697,0.0244346093386411,-0.00641408516094088,0.00824668072164058,1,5,Standing
284,1.01944450285877,-0.120833338567853,0.105555564319952,0.0204639863222837,-0.0100792767480015,0.00427605677396059,1,5,Standing
285,1.01944450285877,-0.119444446684599,0.109722227813749,0.0268780700862407,-0.00610865233466029,0.00794124789535999,1,5,Standing
286,1.02083339474202,-0.116666675074055,0.108333335930495,0.0195476878434419,-0.00427605677396059,0.00183259579353034,1,5,Standing
287,1.01944450285877,-0.118055554801345,0.108333335930495,0.0161879286170005,-0.00397062394767999,0.00702495034784078,1,5,Standing
288,1.02083339474202,-0.115277783190801,0.101388894748171,0.00763581553474068,-0.00916297826915979,-0.00122173049021512,1,5,Standing
289,1.02222228662527,-0.118055554801345,0.100000002864917,0.00183259579353034,0.00244346098043024,-0.00274889357388019,1,5,Standing
290,1.01666671909226,-0.118055554801345,0.104166672436697,0.00305432616733014,0.00030543262255378,-0.00549778714776039,1,5,Standing
291,1.015277827209,-0.120833338567853,0.100000002864917,-0.000916297896765172,-0.00763581553474068,-0.00885754637420177,1,5,Standing
292,1.015277827209,-0.118055554801345,0.100000002864917,-0.00305432616733014,-0.0103847095742821,0.00946841109544038,1,5,Standing
293,1.02222228662527,-0.125000002061651,0.102777780553443,0.00458148913457989,-0.000916297896765172,0.00824668072164058,1,5,Standing
294,1.01944450285877,-0.125000002061651,0.108333335930495,0.00549778714776039,-0.00335975876078009,0.00519235478714108,1,5,Standing
295,1.01805561097551,-0.120833338567853,0.108333335930495,0.00458148913457989,-0.00977384392172098,0.0158824957907199,1,5,Standing
296,1.015277827209,-0.125000002061651,0.104166672436697,0.00427605677396059,-0.00885754637420177,0.00641408516094088,1,5,Standing
297,1.01666671909226,-0.120833338567853,0.106944444047241,-0.00183259579353034,-0.00916297826915979,0.00916297826915979,1,5,Standing
298,1.02083339474202,-0.120833338567853,0.104166672436697,-0.00458148913457989,-0.00946841109544038,0.0137444678694009,1,5,Standing
299,1.02222228662527,-0.118055554801345,0.0944444474878657,-0.00305432616733014,-0.00885754637420177,0.00946841109544038,1,5,Standing
300,1.01805561097551,-0.120833338567853,0.0944444474878657,-0.00946841109544038,-0.0116064399480819,0.0167987942695617,1,5,Standing
301,1.015277827209,-0.126388893944905,0.105555564319952,-0.00549778714776039,-0.00733038317412138,0.0116064399480819,1,5,Standing
302,1.02222228662527,-0.129166665555449,0.105555564319952,-0.00549778714776039,-0.00213802838698029,-0.000916297896765172,1,5,Standing
303,1.02083339474202,-0.125000002061651,0.102777780553443,0.00244346098043024,-0.00183259579353034,-0.00549778714776039,1,5,Standing
304,1.01805561097551,-0.130555557438703,0.0944444474878657,0.00274889357388019,-0.00702495034784078,0.00366519158706069,1,5,Standing
305,1.02222228662527,-0.125000002061651,0.102777780553443,-0.00274889357388019,0.00305432616733014,-0.00641408516094088,1,5,Standing
306,1.02222228662527,-0.129166665555449,0.109722227813749,-0.00122173049021512,0.000916297896765172,0.00030543262255378,1,5,Standing
307,1.01805561097551,-0.126388893944905,0.100000002864917,0.00122173049021512,-0.0113010071218013,0.00305432616733014,1,5,Standing
